id,name,description,category,brand,price,rating,in_stock,tags,date_added
P139,Badminton Racket Set v2,Lightweight aluminum badminton rackets with shuttlecocks and net,Sports,FlexFit,14655.2,5.0,true,"set,racket,badminton,sports",2025-09-16T00:00:00Z
P140,Antistatic Cleaning Kit X,Professional cleaning solution for screens lenses and electronic components,Electronics,VisionPro,97372.8,4.2,false,"kit,cleaning,antistatic,electronics",2025-02-17T00:00:00Z
P141,Nova Noise Isolating Headphones,High-fidelity headphones with ergonomic design and deep bass response,Electronics,SmartLife,66122.0,4.9,true,"electronics,noise,isolating,headphones",2025-01-30T00:00:00Z
P142,Graphic Print Hoodie Max,Streetwear style hoodie with unique graphic print and soft fleece interior,Clothing,DenimCo,4874.8,4.7,true,"print,clothing,graphic,hoodie",2025-08-03T00:00:00Z
P143,Classic Technical Training Shorts,Quick-dry athletic shorts with built-in liner and zippered phone pocket,Clothing,SportStep,124672.8,3.8,true,"clothing,shorts,training,technical",2025-07-16T00:00:00Z
P144,USB-C to HDMI Adapter Pro Edition,Reliable 4K 60Hz video output adapter for laptops and tablets,Electronics,KeyMaster,77621.6,3.9,true,"hdmi,pro,usb-c,adapter,electronics",2025-08-02T00:00:00Z
P145,Zen Electric Milk Frother,Create creamy foam for lattes and cappuccinos in seconds with one touch,Home & Kitchen,SmartLife,118140.4,4.2,true,"electric,home,milk,kitchen,frother",2025-07-20T00:00:00Z
P146,Elite Volumizing Fiber Mascara,Instant length and volume with fiber-infused black mascara,Beauty,PureHair,128139.2,4.8,true,"fiber,volumizing,beauty,mascara",2025-01-01T00:00:00Z
P147,Modern Interior Design Max,Beautifully illustrated guide to contemporary home styling and decor,Books,CreativePress,79259.6,4.8,true,"books,interior,design,modern",2025-01-16T00:00:00Z
P148,Yoga Block and Strap Set One,High-density foam blocks and cotton strap to deepen your yoga poses,Sports,TrailBlaze,77417.2,4.7,false,"strap,sports,and,block,set",2025-09-09T00:00:00Z
P149,Zen Noise Isolating Headphones Pro,High-fidelity headphones with ergonomic design and deep bass response,Electronics,VisionPro,61684.0,4.5,true,"noise,isolating,pro,headphones,electronics",2025-02-18T00:00:00Z
P150,Diving Mask and Snorkel Edition,Tempered glass diving mask with dry-top snorkel for underwater exploration,Sports,IronForce,82958.4,4.9,true,"mask,snorkel,sports,diving,and",2025-10-01T00:00:00Z
P151,Detoxifying Clay Mask Series,Bentonite and kaolin clay mask for deep pore cleansing,Beauty,SunShield,89012.0,4.0,false,"beauty,mask,detoxifying,clay",2025-03-03T00:00:00Z
P152,Hydration Bladder 2L Plus,Leak-proof water reservoir for hiking backpacks with insulated tube,Sports,FlexFit,135881.2,4.8,true,"hydration,bladder,sports",2025-01-23T00:00:00Z
P153,Smart Doorbell Camera Plus,1080p HD video doorbell with two-way talk and motion detection alerts,Electronics,SoundMax,126103.6,4.4,true,"smart,camera,electronics,doorbell",2025-10-27T00:00:00Z
P154,Corduroy Button-Down Pro One,Soft fine-wale corduroy shirt with button-down collar and chest pocket,Clothing,DenimCo,74141.2,4.2,false,"clothing,pro,button-down,corduroy",2025-06-12T00:00:00Z
P155,USB-C to HDMI Adapter Pro Elite,Reliable 4K 60Hz video output adapter for laptops and tablets,Electronics,SmartLife,96838.0,4.6,true,"hdmi,pro,usb-c,adapter,electronics",2025-09-27T00:00:00Z
P156,Electric Milk Frother Pro X,Create creamy foam for lattes and cappuccinos in seconds with one touch,Home & Kitchen,HomeEssentials,88426.8,4.4,false,"electric,home,pro,milk,kitchen",2025-06-17T00:00:00Z
P157,Graphic Print Hoodie Pro Max,Streetwear style hoodie with unique graphic print and soft fleece interior,Clothing,UrbanWear,10780.0,3.8,true,"clothing,hoodie,pro,graphic,print",2025-05-05T00:00:00Z
P158,Memory Foam Bath Mat X,Ultra-absorbent bath rug with non-slip backing and luxurious feel,Home & Kitchen,ChefPro,94556.0,4.8,false,"memory,home,bath,foam,kitchen",2025-08-21T00:00:00Z
P159,Aura Leather Chelsea Boots,Classic genuine leather Chelsea boots with elastic side panels and pull tabs,Clothing,UrbanWear,136368.4,4.1,false,"leather,clothing,chelsea,boots",2025-07-22T00:00:00Z
P160,Pro Ankle Weights Set,Adjustable ankle weights for adding resistance to walking and workouts,Sports,ProCourt,20288.8,4.5,true,"set,ankle,weights,sports",2025-04-10T00:00:00Z
P161,Smart Pet Feeder Max,Automatic pet feeder with smartphone control and camera monitoring,Electronics,TechConnect,106148.0,4.3,false,"feeder,smart,pet,electronics",2025-06-23T00:00:00Z
P162,Elite Oversized Graphic Tee,Relaxed fit cotton t-shirt with vintage-inspired graphic artwork,Clothing,NordicKnit,107774.8,4.2,true,"graphic,tee,clothing,oversized",2025-06-22T00:00:00Z
P163,Wi-Fi Range Extender Plus,Boost your wireless network coverage with high-speed AC1200 technology,Electronics,TechConnect,8702.4,4.2,true,"extender,wi-fi,range,electronics",2025-06-24T00:00:00Z
P164,UV LED Nail Lamp Max,Professional nail dryer for curing gel polish quickly and evenly,Beauty,SunShield,71422.4,4.1,true,"beauty,lamp,led,nail",2025-10-22T00:00:00Z
P165,Quilted Flannel Jacket Series,Rugged flannel shirt jacket with quilted lining for extra warmth,Clothing,UrbanWear,18942.0,4.1,true,"jacket,quilted,flannel,clothing",2025-06-16T00:00:00Z
P166,Volumizing Fiber Mascara Pro Plus,Instant length and volume with fiber-infused black mascara,Beauty,SunShield,8024.8,4.3,true,"fiber,beauty,volumizing,mascara,pro",2025-06-23T00:00:00Z
P167,Wall-Mounted Key Holder Pro Edition,Rustic wooden key organizer with mail slot and decorative hooks,Home & Kitchen,BrewMaster,76123.6,4.9,true,"key,home,pro,holder,kitchen",2025-10-19T00:00:00Z
P168,Quilted Flannel Jacket Pro Max,Rugged flannel shirt jacket with quilted lining for extra warmth,Clothing,TrailBlaze,29170.4,4.5,true,"quilted,flannel,clothing,jacket,pro",2025-09-15T00:00:00Z
P169,Magnetic Knife Strip Pro Max,Space-saving stainless steel magnetic bar for organizing kitchen knives,Home & Kitchen,ChefPro,113789.2,4.1,true,"home,pro,strip,kitchen,magnetic",2025-06-11T00:00:00Z
P170,Turkish Cotton Towels Plus,Set of 2 oversized premium Turkish cotton bath towels soft and absorbent,Home & Kitchen,BrewMaster,37830.8,4.3,true,"cotton,home,turkish,towels,kitchen",2025-10-28T00:00:00Z
P171,Introduction to Astronomy Elite,Explore the night sky with star charts and planetary guides,Books,BusinessBooks,42991.2,4.3,false,"introduction,books,astronomy",2025-10-03T00:00:00Z
P172,Antistatic Cleaning Kit Pro Max,Professional cleaning solution for screens lenses and electronic components,Electronics,CreativePro,71369.2,4.0,true,"kit,cleaning,antistatic,pro,electronics",2025-08-04T00:00:00Z
P173,Silk Pillowcase for Hair Plus,Premium 100 percent mulberry silk pillowcase to prevent hair breakage,Beauty,SunShield,111630.4,4.9,false,"beauty,pillowcase,for,silk,hair",2025-05-12T00:00:00Z
P174,The Art of Minimalism Plus,Practical advice for decluttering your life and finding focus,Books,TechPress,50976.8,4.6,true,"art,books,minimalism,the",2025-04-20T00:00:00Z
P175,Badminton Racket Set Pro Max,Lightweight aluminum badminton rackets with shuttlecocks and net,Sports,FlexFit,7739.2,4.2,true,"badminton,sports,pro,set,racket",2025-06-06T00:00:00Z
P176,Pro Detoxifying Clay Mask Pro,Bentonite and kaolin clay mask for deep pore cleansing,Beauty,GlowLab,96160.4,4.2,true,"beauty,mask,clay,pro,detoxifying",2025-04-17T00:00:00Z
P177,Core Striped Cotton Polo,Timeless striped polo shirt made from breathable piqué cotton,Clothing,SportStep,7266.0,3.9,true,"polo,striped,clothing,cotton",2025-07-02T00:00:00Z
P178,Cargo Jogger Pants Plus,Modern cargo style joggers with multiple pockets and elasticized cuffs,Clothing,TrailBlaze,62286.0,3.9,false,"pants,clothing,jogger,cargo",2025-04-29T00:00:00Z
P179,Smart Wall-Mounted Key Holder Pro,Rustic wooden key organizer with mail slot and decorative hooks,Home & Kitchen,SmartLife,135553.6,4.0,true,"key,home,pro,holder,kitchen",2025-03-14T00:00:00Z
P180,Core Badminton Racket Set Pro,Lightweight aluminum badminton rackets with shuttlecocks and net,Sports,TrailBlaze,105235.2,3.9,true,"badminton,sports,pro,set,racket",2025-04-28T00:00:00Z
P181,Ultra Trackball Mouse,Wireless trackball mouse for precise control without moving your arm,Electronics,KeyMaster,8251.6,4.5,true,"trackball,mouse,electronics",2025-03-04T00:00:00Z
P182,The History of Jazz X,An in-depth look at the evolution of jazz music and its cultural impact,Books,CulinaryBooks,48557.6,4.9,true,"books,history,jazz,the",2025-08-30T00:00:00Z
P183,Classic Knitted Beanie and Scarf,Matching winter accessory set made from soft insulating yarn,Clothing,DenimCo,97582.8,4.5,false,"knitted,clothing,and,scarf,beanie",2025-03-26T00:00:00Z
P184,The History of Jazz Pro Elite,An in-depth look at the evolution of jazz music and its cultural impact,Books,GreenBooks,128962.4,4.2,true,"history,the,pro,books,jazz",2025-06-15T00:00:00Z
P185,Classic Antistatic Cleaning Kit Pro,Professional cleaning solution for screens lenses and electronic components,Electronics,ErgoTech,18692.8,4.0,true,"kit,cleaning,antistatic,pro,electronics",2025-04-06T00:00:00Z
P186,Zen Productivity Hacks 101,Practical strategies for managing time and getting more done,Books,BusinessBooks,56400.4,4.0,false,"101,hacks,productivity,books",2025-07-10T00:00:00Z
P187,Magnetic Exercise Bike Series,Compact stationary bike with adjustable magnetic resistance and pulse monitor,Sports,IronForce,37231.6,4.4,true,"bike,magnetic,exercise,sports",2025-09-30T00:00:00Z
P188,Smart Doorbell Camera Pro X,1080p HD video doorbell with two-way talk and motion detection alerts,Electronics,SoundMax,65842.0,4.6,true,"doorbell,camera,pro,smart,electronics",2025-03-01T00:00:00Z
P189,Ultra Matte Liquid Lipstick,Highly pigmented matte lipstick with velvet finish and 12-hour wear,Beauty,SunShield,35520.8,3.9,true,"lipstick,beauty,matte,liquid",2025-10-08T00:00:00Z
P190,Hydration Bladder 2L Pro X,Leak-proof water reservoir for hiking backpacks with insulated tube,Sports,AquaPro,6963.6,3.8,true,"hydration,bladder,pro,sports",2025-01-15T00:00:00Z
P191,Core Handheld Clothes Steamer,Portable garment steamer for removing wrinkles from clothes and curtains,Home & Kitchen,BrewMaster,45155.6,4.8,true,"home,clothes,steamer,handheld,kitchen",2025-09-23T00:00:00Z
P192,Liquid Eyeliner Waterproof Series,Precision felt-tip liquid eyeliner with long-wearing waterproof formula,Beauty,PureHair,65268.0,4.1,false,"beauty,liquid,waterproof,eyeliner",2025-02-19T00:00:00Z
P193,Silk Pillowcase for Hair Pro One,Premium 100 percent mulberry silk pillowcase to prevent hair breakage,Beauty,SunShield,62140.4,4.7,false,"beauty,pillowcase,pro,for,silk",2025-04-04T00:00:00Z
P194,Classic USB-C to HDMI Adapter Pro,Reliable 4K 60Hz video output adapter for laptops and tablets,Electronics,FitGear,115654.0,3.8,true,"hdmi,pro,usb-c,adapter,electronics",2025-01-29T00:00:00Z
P195,Cargo Jogger Pants Pro One,Modern cargo style joggers with multiple pockets and elasticized cuffs,Clothing,NordicKnit,5191.2,4.6,true,"clothing,pants,pro,jogger,cargo",2025-08-08T00:00:00Z
P196,Ultra Turkish Cotton Towels Pro,Set of 2 oversized premium Turkish cotton bath towels soft and absorbent,Home & Kitchen,HomeEssentials,63162.4,4.4,true,"cotton,home,pro,turkish,towels",2025-04-11T00:00:00Z
P197,Elite Badminton Racket Set Pro,Lightweight aluminum badminton rackets with shuttlecocks and net,Sports,FlexFit,89838.0,4.2,true,"badminton,sports,pro,set,racket",2025-05-08T00:00:00Z
P198,Prime Silk Pillowcase for Hair Pro,Premium 100 percent mulberry silk pillowcase to prevent hair breakage,Beauty,SunShield,89952.8,4.8,false,"beauty,pillowcase,pro,for,silk",2025-10-20T00:00:00Z
P199,Smart Vegan Comfort Classics,Over 100 plant-based recipes for hearty and satisfying meals,Books,CulinaryBooks,59869.6,4.4,true,"books,classics,comfort,vegan",2025-09-18T00:00:00Z
P200,Digital Food Scale X,High-precision kitchen scale with tare function and large LCD display,Home & Kitchen,ChefPro,53261.6,3.9,false,"food,home,digital,scale,kitchen",2025-03-25T00:00:00Z
